"BRITISH JOURNAL OF CLINICAL
PHARMACOLOGY",PHARMACOLOGY & PHARMACY - SCIE(Q2),,
NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q2)",,
LEUKEMIA RESEARCH,HEMATOLOGY - SCIE(Q3); ONCOLOGY - SCIE(Q3),,
BRAIN RESEARCH BULLETIN,NEUROSCIENCES - SCIE(Q3),,
Business Process Management Journal,MANAGEMENT - SSCI(Q3); BUSINESS - SSCI(Q3),,
ORE GEOLOGY REVIEWS,"GEOLOGY - SCIE(Q1); MINING & MINERAL PROCESSING -
SCIE(Q2); MINERALOGY - SCIE(Q2)",,
Advances in Carbohydrate Chemistry and,"CHEMISTRY, ORGANIC - SCIE(Q2); BIOCHEMISTRY &",,
Biochemistry,MOLECULAR BIOLOGY - SCIE(Q3),,
Journal of Oncology Practice,ONCOLOGY - SCIE(Q3),,
European Sport Management Quarterly,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q3)",,
"Journal of Civil Engineering and
Management","ENGINEERING, CIVIL - SCIE(Q2)",,
REHABILITATION PSYCHOLOGY,"REHABILITATION - SSCI(Q1); PSYCHOLOGY, CLINICAL -
SSCI(Q2)",,
JOURNAL OF PEACE RESEARCH,"INTERNATIONAL RELATIONS - SSCI(Q1); POLITICAL SCIENCE -
SSCI(Q1)",,
"JOURNAL OF INTERNATIONAL
ECONOMICS",ECONOMICS - SSCI(Q2),,
"IMMUNOPHARMACOLOGY AND
IMMUNOTOXICOLOGY","PHARMACOLOGY & PHARMACY - SCIE(Q2); TOXICOLOGY -
SCIE(Q2); IMMUNOLOGY - SCIE(Q3)",,
Tropical Medicine and Infectious Disease,"TROPICAL MEDICINE - SCIE(Q1); PARASITOLOGY - SCIE(Q2);
INFECTIOUS DISEASES - SCIE(Q3)",,
Kardiologia Polska,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2),,
WIND ENERGY,"ENGINEERING, MECHANICAL - SCIE(Q2); ENERGY & FUELS -
SCIE(Q3)",,
"GROUP DYNAMICS-THEORY RESEARCH
AND PRACTICE","PSYCHOLOGY, SOCIAL - SSCI(Q2)",,
JOURNAL OF CHEMICAL TECHNOLOGY,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q2); ENGINEERING, CHEMICAL - SCIE(Q2); CHEMISTRY,
MULTIDISCIPLINARY - SCIE(Q2); ENGINEERING,",,
AND BIOTECHNOLOGY,ENVIRONMENTAL - SCIE(Q3),,
Surgery for Obesity and Related Diseases,SURGERY - SCIE(Q1),,
Cyberpsychology-Journal of Psychosocial,"COMMUNICATION - SSCI(Q2); PSYCHOLOGY,",,
Research on Cyberspace,MULTIDISCIPLINARY - SSCI(Q2),,
NEUROSCIENCE,NEUROSCIENCES - SCIE(Q3),,
GENES BRAIN AND BEHAVIOR,"BEHAVIORAL SCIENCES - SCIE(Q2); NEUROSCIENCES -
SCIE(Q3)",,
"Archives of Medical Science AMERICAN JOURNAL OF TROPICAL
MEDICINE AND HYGIENE","MEDICINE, GENERAL & INTERNAL - SCIE(Q2)
PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2); TROPICAL MEDICINE - SCIE(Q2)",,
Annual Review of Linguistics,LINGUISTICS - SSCI(Q1),,
ENZYME AND MICROBIAL TECHNOLOGY,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q2),,
"EDUCATIONAL EVALUATION AND POLICY
ANALYSIS",EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),,
"Physiotherapy
PUBLIC UNDERSTANDING OF SCIENCE","REHABILITATION - SCIE(Q1)
HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q1); COMMUNICATION - SSCI(Q2)",,
IEEE-ACM Transactions on Computational,"STATISTICS & PROBABILITY - SCIE(Q1); MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1); BIOCHEMICAL RESEARCH METHODS - SCIE(Q2); COMPUTER SCIENCE,",,
Biology and Bioinformatics,INTERDISCIPLINARY APPLICATIONS - SCIE(Q3),,
Endocrine Practice,ENDOCRINOLOGY & METABOLISM - SCIE(Q3),,
Journal of Experimental Criminology,CRIMINOLOGY & PENOLOGY - SSCI(Q1),,
NEW CARBON MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3)",,
"GEOCHEMICAL TRANSACTIONS
Liquid Crystals Reviews","GEOCHEMISTRY & GEOPHYSICS - SCIE(Q2) CRYSTALLOGRAPHY - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3); CHEMISTRY, PHYSICAL -
SCIE(Q3)",,
ROBOTICS AND AUTONOMOUS SYSTEMS,"ROBOTICS - SCIE(Q2); COMPUTER SCIENCE, ARTIFICIAL
INTELLIGENCE - SCIE(Q2); AUTOMATION & CONTROL SYSTEMS - SCIE(Q2)",,
BIOPHYSICAL JOURNAL,BIOPHYSICS - SCIE(Q2),,
SOLID STATE IONICS,"PHYSICS, CONDENSED MATTER - SCIE(Q2); CHEMISTRY,
PHYSICAL - SCIE(Q3)",,
Techniques in Coloproctology,SURGERY - SCIE(Q1); GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q3),,
EUROPEAN JOURNAL OF NEUROSCIENCE,NEUROSCIENCES - SCIE(Q3),,
Chinese Journal of Communication,COMMUNICATION - SSCI(Q2),,
Infectious Agents and Cancer,IMMUNOLOGY - SCIE(Q3); ONCOLOGY - SCIE(Q3),,
Journal of Trauma and Acute Care Surgery,SURGERY - SCIE(Q1); CRITICAL CARE MEDICINE - SCIE(Q2),,
PHARMACOLOGY BIOCHEMISTRY AND,PHARMACOLOGY & PHARMACY - SCIE(Q2); BEHAVIORAL,,
BEHAVIOR,SCIENCES - SCIE(Q2); NEUROSCIENCES - SCIE(Q3),,
Evolutionary Biology,EVOLUTIONARY BIOLOGY - SCIE(Q2),,
"SOLVENT EXTRACTION AND ION
EXCHANGE","CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q2)",,
"ULTRASOUND IN MEDICINE AND
BIOLOGY","ACOUSTICS - SCIE(Q1); RADIOLOGY, NUCLEAR MEDICINE &
MEDICAL IMAGING - SCIE(Q2)",,
SOCIOLOGICAL THEORY,SOCIOLOGY - SSCI(Q1),,
"JOURNAL OF FOOD SCIENCE ARCHIVES OF ENVIRONMENTAL
CONTAMINATION AND TOXICOLOGY","FOOD SCIENCE & TECHNOLOGY - SCIE(Q2) TOXICOLOGY - SCIE(Q2); ENVIRONMENTAL SCIENCES -
SCIE(Q3)",,
JOURNAL OF ECT,"PSYCHIATRY - SSCI(Q2); BEHAVIORAL SCIENCES - SCIE(Q2);
PSYCHIATRY - SCIE(Q3)",,
"EUROPEAN JOURNAL OF PAEDIATRIC
NEUROLOGY",CLINICAL NEUROLOGY - SCIE(Q2); PEDIATRICS - SCIE(Q2),,
"IEEE TRANSACTIONS ON CIRCUITS AND
SYSTEMS II-EXPRESS BRIEFS","ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q2)",,
CORROSION REVIEWS,"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q1); MATERIALS SCIENCE, COATINGS & FILMS - SCIE(Q2);
ELECTROCHEMISTRY - SCIE(Q3)",,
BASIC & CLINICAL PHARMACOLOGY &,PHARMACOLOGY & PHARMACY - SCIE(Q2); TOXICOLOGY -,,
TOXICOLOGY,SCIE(Q2),,
JOURNAL OF PLANT PHYSIOLOGY,PLANT SCIENCES - SCIE(Q2),,
Applied Health Economics and Health,HEALTH CARE SCIENCES & SERVICES - SCIE(Q2); ECONOMICS -,,
Policy,SSCI(Q2); HEALTH POLICY & SERVICES - SSCI(Q2),,
TOXICOLOGY IN VITRO,TOXICOLOGY - SCIE(Q2),,
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q1)",,
International Journal of Critical Infrastructure Protection,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q2); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q2)",,
Anthropocene Review,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q2); ENVIRONMENTAL STUDIES - SSCI(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q3)",,
JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY,"PERIPHERAL VASCULAR DISEASE - SCIE(Q2); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q2)",,
JOURNAL OF BIOMATERIALS SCIENCE-,"POLYMER SCIENCE - SCIE(Q2); MATERIALS SCIENCE,
BIOMATERIALS - SCIE(Q3); ENGINEERING, BIOMEDICAL -",,
POLYMER EDITION,SCIE(Q3),,
Journal of Diabetes Investigation,ENDOCRINOLOGY & METABOLISM - SCIE(Q3),,
"Journal of Mental Health
SAR AND QSAR IN ENVIRONMENTAL","PSYCHOLOGY, CLINICAL - SSCI(Q2)
TOXICOLOGY - SCIE(Q2); CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q2); MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q2); COMPUTER SCIENCE, INTERDISCIPLINARY
APPLICATIONS - SCIE(Q3); ENVIRONMENTAL SCIENCES -",,
RESEARCH,SCIE(Q3),,
Earth and Space Science,"ASTRONOMY & ASTROPHYSICS - SCIE(Q2); GEOSCIENCES,
MULTIDISCIPLINARY - SCIE(Q2)",,
ChemPhotoChem,"CHEMISTRY, PHYSICAL - SCIE(Q3)",,
Physical Therapy & Rehabilitation Journal,REHABILITATION - SCIE(Q1); ORTHOPEDICS - SCIE(Q2),,
JOURNAL OF ADOLESCENCE,"PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q2)",,
European Physical Education Review,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),,
FUNCTIONAL & INTEGRATIVE GENOMICS,GENETICS & HEREDITY - SCIE(Q2),,
EUROPEAN JOURNAL OF HAEMATOLOGY,HEMATOLOGY - SCIE(Q3),,
Future Oncology,ONCOLOGY - SCIE(Q3),,
Psychology of Religion and Spirituality,"RELIGION - AHCI(N/A); PSYCHOLOGY, MULTIDISCIPLINARY -
SSCI(Q2)",,
HEARING RESEARCH,"OTORHINOLARYNGOLOGY - SCIE(Q1); AUDIOLOGY & SPEECH- LANGUAGE PATHOLOGY - SCIE(Q1); NEUROSCIENCES -
SCIE(Q3)",,
DIGESTION,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q3),,
SOIL USE AND MANAGEMENT,SOIL SCIENCE - SCIE(Q2),,
"JOURNAL OF COMPUTATIONAL
CHEMISTRY","CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q2)",,
Esophagus,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q3),,
Structural Dynamics-US,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q2);
CHEMISTRY, PHYSICAL - SCIE(Q3)",,
"BEST PRACTICE & RESEARCH CLINICAL
HAEMATOLOGY",HEMATOLOGY - SCIE(Q3),,
"INTERNATIONAL JOURNAL OF SOLIDS
AND STRUCTURES",MECHANICS - SCIE(Q2),,
BMC INFECTIOUS DISEASES,INFECTIOUS DISEASES - SCIE(Q3),,
Chinese Sociological Review,SOCIOLOGY - SSCI(Q1),,
Education and Information Technologies,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),,
Eating Disorders,"PSYCHIATRY - SSCI(Q2); PSYCHOLOGY, CLINICAL - SSCI(Q2); PSYCHOLOGY - SCIE(Q2); PSYCHIATRY - SCIE(Q3)",,
Neurology-Genetics,"CLINICAL NEUROLOGY - SCIE(Q2); GENETICS & HEREDITY -
SCIE(Q2)",,
Current Infectious Disease Reports,INFECTIOUS DISEASES - SCIE(Q3),,
"SPECTROCHIMICA ACTA PART B-ATOMIC
SPECTROSCOPY",SPECTROSCOPY - SCIE(Q1),,
Journal of Ambient Intelligence and,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q2);
TELECOMMUNICATIONS - SCIE(Q2); COMPUTER SCIENCE,",,
Humanized Computing,INFORMATION SYSTEMS - SCIE(Q2),,
Materials Today Communications,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3)",,
WORLD JOURNAL OF UROLOGY,UROLOGY & NEPHROLOGY - SCIE(Q2),,
Dermatology and Therapy,DERMATOLOGY - SCIE(Q2),,
Research in Sports Medicine,SPORT SCIENCES - SCIE(Q2),,
Frontiers in Earth Science,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q2)",,
TECTONOPHYSICS,GEOCHEMISTRY & GEOPHYSICS - SCIE(Q2),,
Maternal and Child Nutrition,PEDIATRICS - SCIE(Q2); NUTRITION & DIETETICS - SCIE(Q3),,
Structure and Infrastructure Engineering,"ENGINEERING, MECHANICAL - SCIE(Q2); ENGINEERING, CIVIL
SCIE(Q2)",,
"INTERNATIONAL JOURNAL OF MEDICAL
MICROBIOLOGY",VIROLOGY - SCIE(Q3); MICROBIOLOGY - SCIE(Q3),,
ICARUS,ASTRONOMY & ASTROPHYSICS - SCIE(Q2),,
"Cognitive Research-Principles and
Implications","PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2)",,
"JOURNAL OF INTERFERON AND CYTOKINE
RESEARCH","CELL BIOLOGY - SCIE(Q3); IMMUNOLOGY - SCIE(Q3);
BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q3)",,
JOURNAL OF SOLID STATE CHEMISTRY,"CHEMISTRY, INORGANIC & NUCLEAR - SCIE(Q2); CHEMISTRY,
PHYSICAL - SCIE(Q3)",,
JOURNAL OF HUMAN EVOLUTION,"ANTHROPOLOGY - SSCI(Q1); EVOLUTIONARY BIOLOGY -
SCIE(Q2)",,
METABOLIC BRAIN DISEASE,"ENDOCRINOLOGY & METABOLISM - SCIE(Q3);
NEUROSCIENCES - SCIE(Q3)",,
JOURNAL OF FOOD BIOCHEMISTRY,"FOOD SCIENCE & TECHNOLOGY - SCIE(Q2); BIOCHEMISTRY &
MOLECULAR BIOLOGY - SCIE(Q3)",,
"International Journal of Oral
Implantology","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q2)",,
Royal Society Open Science,MULTIDISCIPLINARY SCIENCES - SCIE(Q2),,
COMPUTER-AIDED DESIGN,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q1)",,
Thinking Skills and Creativity,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),,
Regenerative Therapy,"ENGINEERING, BIOMEDICAL - SCIE(Q3); CELL & TISSUE
ENGINEERING - SCIE(Q4)",,
"INTERNATIONAL JOURNAL OF
CLIMATOLOGY",METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q2),,
EUROPEAN JOURNAL OF PAIN,ANESTHESIOLOGY - SCIE(Q2); CLINICAL NEUROLOGY - SCIE(Q2); NEUROSCIENCES - SCIE(Q3),,
PEDIATRIC NEPHROLOGY,PEDIATRICS - SCIE(Q2); UROLOGY & NEPHROLOGY - SCIE(Q2),,
INVESTIGATIONAL NEW DRUGS,"PHARMACOLOGY & PHARMACY - SCIE(Q2); ONCOLOGY -
SCIE(Q3)",,
JOURNAL OF MATERIALS IN CIVIL,"ENGINEERING, CIVIL - SCIE(Q2); CONSTRUCTION & BUILDING
TECHNOLOGY - SCIE(Q2); MATERIALS SCIENCE,",,
"ENGINEERING
International Perspectives on Sexual and","MULTIDISCIPLINARY - SCIE(Q3)
DEMOGRAPHY - SSCI(Q2); SOCIAL SCIENCES, BIOMEDICAL -
SSCI(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL",,
"Reproductive Health
Advances in Experimental Medicine and Biology","HEALTH - SSCI(Q2)
BIOLOGY - SCIE(Q2); MEDICINE, RESEARCH & EXPERIMENTAL SCIE(Q3)",,
CLINICAL RHEUMATOLOGY,RHEUMATOLOGY - SCIE(Q3),,
Journal of Trauma & Dissociation,"PSYCHOLOGY, CLINICAL - SSCI(Q2); PSYCHIATRY - SSCI(Q2)",,
JOURNAL OF BIOLOGICAL RHYTHMS,BIOLOGY - SCIE(Q2); PHYSIOLOGY - SCIE(Q2),,
CEREBELLUM,NEUROSCIENCES - SCIE(Q3),,
"JOURNAL OF INTELLECTUAL DISABILITY
RESEARCH","REHABILITATION - SSCI(Q1); EDUCATION, SPECIAL - SSCI(Q1)",,
"Journal of Cardiopulmonary
Rehabilitation and Prevention",CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2),,
DERMATOLOGIC CLINICS,DERMATOLOGY - SCIE(Q2),,
ENVIRONMENTAL MANAGEMENT,ENVIRONMENTAL SCIENCES - SCIE(Q3),,
Creativity and Innovation Management,MANAGEMENT - SSCI(Q3),,
International Journal of Medical Sciences,"MEDICINE, GENERAL & INTERNAL - SCIE(Q2)",,
Journal of Biomedical Nanotechnology,"NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q3); MATERIALS
SCIENCE, BIOMATERIALS - SCIE(Q3)",,
Annals of Global Health,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2)",,
Journal of Management & Organization,MANAGEMENT - SSCI(Q3),,
PAIN MEDICINE,"MEDICINE, GENERAL & INTERNAL - SCIE(Q2);
ANESTHESIOLOGY - SCIE(Q2)",,
CLINICAL THERAPEUTICS,PHARMACOLOGY & PHARMACY - SCIE(Q2),,
European Journal of General Practice,"PRIMARY HEALTH CARE - SCIE(Q1); MEDICINE, GENERAL &
INTERNAL - SCIE(Q2)",,
"JOURNAL OF ARTIFICIAL INTELLIGENCE
RESEARCH","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q2)",,
ENGINEERING FAILURE ANALYSIS,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING -
SCIE(Q2); ENGINEERING, MECHANICAL - SCIE(Q2)",,
"SCIENCE TECHNOLOGY & HUMAN
VALUES",SOCIAL ISSUES - SSCI(Q1),,
Ethics and Information Technology,"PHILOSOPHY - AHCI(N/A); ETHICS - SSCI(Q1); INFORMATION
SCIENCE & LIBRARY SCIENCE - SSCI(Q2)",,
CANCER BIOTHERAPY AND,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q2); PHARMACOLOGY & PHARMACY - SCIE(Q2);
ONCOLOGY - SCIE(Q3); MEDICINE, RESEARCH &",,
"RADIOPHARMACEUTICALS
EPJ Data Science","EXPERIMENTAL - SCIE(Q3)
MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1); SOCIAL SCIENCES, MATHEMATICAL METHODS -
SSCI(Q1)",,
BRITISH JOURNAL OF RADIOLOGY,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING -
SCIE(Q2)",,
"JOURNAL OF ACCOUNTING AND PUBLIC
POLICY","PUBLIC ADMINISTRATION - SSCI(Q2); BUSINESS, FINANCE -
SSCI(Q2)",,
"EDUCATIONAL ADMINISTRATION
QUARTERLY",EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),,
ADVANCES IN HEALTH SCIENCES,"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE(Q1); EDUCATION
& EDUCATIONAL RESEARCH - SSCI(Q1); HEALTH CARE",,
EDUCATION,SCIENCES & SERVICES - SCIE(Q2),,
BIOPHYSICAL CHEMISTRY,"BIOPHYSICS - SCIE(Q2); CHEMISTRY, PHYSICAL - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q3)",,
JOURNAL OF APPLIED TOXICOLOGY,TOXICOLOGY - SCIE(Q2),,
MARINE GEOLOGY,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q2);
OCEANOGRAPHY - SCIE(Q2)",,
Planning Theory,REGIONAL & URBAN PLANNING - SSCI(Q2),,
Expert Review of Anticancer Therapy,ONCOLOGY - SCIE(Q3),,
Perspectives in Public Health,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH -
SSCI(Q2)",,
Translational Behavioral Medicine,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL
HEALTH - SSCI(Q2)",,
Critical Studies in Education,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),,
"Current Opinion in Endocrinology
Diabetes and Obesity",ENDOCRINOLOGY & METABOLISM - SCIE(Q3),,
NEW POLITICAL ECONOMY,"INTERNATIONAL RELATIONS - SSCI(Q1); POLITICAL SCIENCE -
SSCI(Q1); ECONOMICS - SSCI(Q2)",,
"Therapeutic Advances in Musculoskeletal
Disease",RHEUMATOLOGY - SCIE(Q3),,
CLINICAL BIOCHEMISTRY,MEDICAL LABORATORY TECHNOLOGY - SCIE(Q2),,
European Journal of Futures Research,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q1)",,
JOURNAL OF PEDIATRIC PSYCHOLOGY,"PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q2)",,
"ORGANIC GEOCHEMISTRY
Biomechanics and Modeling in Mechanobiology","GEOCHEMISTRY & GEOPHYSICS - SCIE(Q2) BIOPHYSICS - SCIE(Q2); ENGINEERING, BIOMEDICAL -
SCIE(Q3)",,
"BMC Medical Genomics CURRENT OPINION IN CLINICAL
NUTRITION AND METABOLIC CARE","GENETICS & HEREDITY - SCIE(Q2)
ENDOCRINOLOGY & METABOLISM - SCIE(Q3); NUTRITION & DIETETICS - SCIE(Q3)",,
POLITICAL GEOGRAPHY,POLITICAL SCIENCE - SSCI(Q1); GEOGRAPHY - SSCI(Q2),,
Frontiers in Behavioral Neuroscience,"BEHAVIORAL SCIENCES - SCIE(Q2); NEUROSCIENCES -
SCIE(Q3)",,
Annals of Translational Medicine,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q3);
ONCOLOGY - SCIE(Q3)",,
Society and Mental Health,SOCIOLOGY - SSCI(Q1),,
"Substance Abuse Treatment Prevention
and Policy",SUBSTANCE ABUSE - SSCI(Q3),,
JOURNAL OF SEPARATION SCIENCE,"CHEMISTRY, ANALYTICAL - SCIE(Q2)",,
"APPLIED ACOUSTICS
International Journal of Evidence-Based Healthcare","ACOUSTICS - SCIE(Q1)
HEALTH CARE SCIENCES & SERVICES - SCIE(Q2); MEDICINE, GENERAL & INTERNAL - SCIE(Q2)",,
Journal of Transport & Health,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH -
SSCI(Q2); TRANSPORTATION - SSCI(Q3)",,
INTELLIGENCE,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q2)",,
"INTERNATIONAL JOURNAL OF FOOD
SCIENCE AND TECHNOLOGY",FOOD SCIENCE & TECHNOLOGY - SCIE(Q2),,
ESC Heart Failure,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2),,
MOLECULAR BIOLOGY OF THE CELL,CELL BIOLOGY - SCIE(Q3),,
"Journal of Leadership & Organizational
Studies",MANAGEMENT - SSCI(Q3),,
"TRANSPORT IN POROUS MEDIA
International Transactions in Operational Research","ENGINEERING, CHEMICAL - SCIE(Q2)
OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q2); MANAGEMENT - SSCI(Q3)",,
BRAIN RESEARCH,NEUROSCIENCES - SCIE(Q3),,
Journal of Soil Science and Plant Nutrition,"SOIL SCIENCE - SCIE(Q2); PLANT SCIENCES - SCIE(Q2);
ENVIRONMENTAL SCIENCES - SCIE(Q3)",,
RIVISTA DEL NUOVO CIMENTO,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q2)",,
"INFECTION AND IMMUNITY
CURRENT OPINION IN SOLID STATE &","INFECTIOUS DISEASES - SCIE(Q3); IMMUNOLOGY - SCIE(Q3)
PHYSICS, CONDENSED MATTER - SCIE(Q1); PHYSICS, APPLIED -
SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY -",,
MATERIALS SCIENCE,SCIE(Q1),,
ANNALS OF TOURISM RESEARCH,"SOCIOLOGY - SSCI(Q1); HOSPITALITY, LEISURE, SPORT &
TOURISM - SSCI(Q1)",,
Engineering,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q1)",,
Journal of Advanced Research,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),,
BIOLOGICAL PSYCHIATRY,PSYCHIATRY - SCIE(Q1); NEUROSCIENCES - SCIE(Q1),,
AGE AND AGEING,GERIATRICS & GERONTOLOGY - SCIE(Q1),,
Green Energy & Environment,"CHEMISTRY, PHYSICAL - SCIE(Q1); GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE(Q1); ENGINEERING, CHEMICAL - SCIE(Q1); ENERGY & FUELS - SCIE(Q1)",,
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),,
IEEE WIRELESS COMMUNICATIONS,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); TELECOMMUNICATIONS - SCIE(Q1); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1); COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE(Q1)",,
MEDICAL JOURNAL OF AUSTRALIA,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",,
JOURNAL OF BIOMEDICAL SCIENCE,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1); CELL
BIOLOGY - SCIE(Q1)",,
"Journal of the National Comprehensive
Cancer Network",ONCOLOGY - SCIE(Q1),,
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,ONCOLOGY - SCIE(Q1),,
Annual Review of Organizational Psychology and Organizational Behavior,"MANAGEMENT - SSCI(Q1); PSYCHOLOGY, APPLIED - SSCI(Q1)",,
BIOSENSORS & BIOELECTRONICS,"CHEMISTRY, ANALYTICAL - SCIE(Q1); ELECTROCHEMISTRY - SCIE(Q1); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1); BIOPHYSICS - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1)",,
JACC-Heart Failure,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),,
ADMINISTRATIVE SCIENCE QUARTERLY,BUSINESS - SSCI(Q1); MANAGEMENT - SSCI(Q1),,
Journal for ImmunoTherapy of Cancer,IMMUNOLOGY - SCIE(Q1); ONCOLOGY - SCIE(Q1),,
AMERICAN SOCIOLOGICAL REVIEW,SOCIOLOGY - SSCI(Q1),,
EUROPEAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH -
SCIE(Q1)",,
Liver Cancer,"GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1);
ONCOLOGY - SCIE(Q1)",,
PROGRESS IN PARTICLE AND NUCLEAR,"PHYSICS, NUCLEAR - SCIE(Q1); PHYSICS, PARTICLES & FIELDS -",,
PHYSICS,SCIE(Q1),,
BASIC RESEARCH IN CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),,
Annual Review of Analytical Chemistry,"SPECTROSCOPY - SCIE(Q1); CHEMISTRY, ANALYTICAL -
SCIE(Q1)",,
MEDICINAL RESEARCH REVIEWS,"PHARMACOLOGY & PHARMACY - SCIE(Q1); CHEMISTRY,
MEDICINAL - SCIE(Q1)",,
NEUROPSYCHOBIOLOGY,PSYCHOLOGY - SCIE(Q1); PSYCHIATRY - SCIE(Q1); NEUROSCIENCES - SCIE(Q1),,
